timestamp_jst,timestamp_utc,deviceId,diff_pressure_Pa,unit_status1,1101,1102,1103,1104,1105,1106,1107,1108,1109,1110,1111,1112,1113,1114,1115,1116,1117,1118,1119,1150,1151,1152,1153,1154,1155,1156,1157,serial_number,1202,circulation_pressure_bar,gas_pressure_before_filter_Pa,gas_pressure_before_engine_Pa,1210,1212,1214,1216,1218,1220,1222,gasifier_top_temp_C,gas_temp_after_gasifier_C,gas_temp_before_filter_primary_C,gas_temp_before_filter_secondary_C,gasifier_throat_temp_C,1234,1236,1238,cooling_circ_temp_in_engine_C,engine,oil_pressure_bar,1246,1248,1250,1252,power_kW_IEM3255,produced_energy_EM1_Wh,1258,1260,1262,1264,throat_temp_high_limit_C,gasifier_top_temp_high_limit_C,gas_temp_after_gasifier_high_limit_C,gas_temp_before_filter_high_limit_C,filter_dp_high_limit_Pa,gas_pressure_before_filter_high_limit_Pa,gas_pressure_before_engine_high_limit_Pa,cooling_circ_temp_high_limit_C,oil_pressure_low_limit_bar,1284,1286,1288,1290,1292,1294,1296,1298,1300,1302,1304,1306,1308
2026-09-14T09:00:35.423000+09:00,2026-09-14T00:00:35.423000+00:00,094623,2611.8,1,0,0,0,0,13499,505,13499,0,0,0,0,4651,-28608,10326,6,4992,0,129,0,1,0,0,0,0,0,0,0,31082107,2018,0.31,864.59,3476.36,0,52.2,99.2,68.1,38.1,57.3,516.7,55.2,604.9,149.9,152.1,1059.3,368019,426,12.91,89.7,1520,2.85,1.11,28.5,38.1,65,24.15,12289253,73072,67.77,3452.67,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,70.84,30,70.35,66.45,54.1,0,0
2026-09-14T09:01:35.521000+09:00,2026-09-14T00:01:35.521000+00:00,094623,1575.1,1,0,0,0,0,13499,491,13499,0,0,0,0,4655,-28608,10326,6,4992,0,129,0,1,0,0,2,0,0,0,0,31082107,2018,0.33,486.16,2061.22,0,52.3,96.1,68,38.2,57.4,523.7,57,598.9,142.6,144.1,1046.3,368019,426,12.82,89.6,1480,2.81,1.11,22.4,36.5,65,11.2,12289255,73072,64.65,3452.67,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,62.75,30,53.44,57.26,54.1,0,0
2026-09-14T09:02:35.612000+09:00,2026-09-14T00:02:35.612000+00:00,094623,1693.5,1,0,0,0,0,13499,490,13499,0,0,0,0,4651,-26560,12374,6,5025,8,129,0,1,0,0,2,0,0,0,0,31082107,2018,0.37,583.82,2277.29,0,52,98.9,68.1,38.2,57.2,518.5,57.6,599.2,141.7,143.1,1044.9,368019,426,12.65,91.1,1470,2.8,1.1,22.5,34.2,65,11.01,12289257,73072,59.93,3452.67,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,63.06,30,60.66,62.34,54.2,0,0
2026-09-14T09:03:35.711000+09:00,2026-09-14T00:03:35.711000+00:00,094623,2501.9,1,0,0,0,0,13499,501,13499,0,0,0,0,4651,-28608,10326,6,4992,0,129,0,1,0,0,2,0,0,0,0,31082107,2018,0.29,867.03,3368.94,0,52.2,99,68,38.3,57.3,516.7,55.1,604,152.1,154.5,1041.2,368020,427,12.7,89.4,1510,2.84,1.12,27,35.5,65,19.9,12289261,73072,69.81,3452.67,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,67.89,30,67.26,62.43,54.2,0,0
2026-09-14T09:04:35.814000+09:00,2026-09-14T00:04:35.814000+00:00,094623,1863.2,1,0,0,0,0,13499,518,13499,0,0,0,0,4651,-28608,10326,6,4992,0,129,0,1,0,0,2,0,0,0,0,31082107,2018,0.36,648.52,2511.67,0,52.2,96.3,68,38.3,57.6,515.9,57.1,596.2,145,146.5,1014,368020,427,12.79,90,1560,2.99,1.03,22.6,32.1,65,15.32,12289263,73072,59.45,3452.67,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,63.77,30,54.9,59.14,54.2,0,0
2026-09-14T09:05:35.913000+09:00,2026-09-14T00:05:35.913000+00:00,094623,1997.4,1,0,0,0,0,13499,493,13499,0,0,0,0,4651,-28608,10326,6,4480,0,129,0,1,0,0,0,0,0,0,0,31082107,2018,0.38,638.75,2636.19,0,52.1,99,68.2,38.3,57.5,515.3,57.8,599.5,143.7,145.3,1007.2,368020,427,12.77,91,1490,2.81,1.18,25.2,36.9,65,13,12289265,73072,59.38,3452.67,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,65.21,30,62.53,63.7,54.2,0,0
2026-09-14T09:06:35.990000+09:00,2026-09-14T00:06:35.990000+00:00,094623,2036.5,1,0,0,0,0,13499,499,13499,0,0,0,0,4651,-28608,10326,6,4992,0,129,0,1,0,0,2,0,0,0,0,31082107,2018,0.28,644.86,2681.36,0,52.3,98.8,67.9,38.2,57.7,519.3,56.6,603.8,152.6,155.3,1065.5,368020,427,12.7,89.1,1500,2.86,1.12,24,34.4,65,14.18,12289268,73072,76.13,3452.67,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,64.33,30,63.61,57.89,54.2,0,0
2026-09-14T09:07:36.095000+09:00,2026-09-14T00:07:36.095000+00:00,094623,1837.5,1,0,0,0,0,13499,519,13499,0,0,0,0,4651,-28608,10326,6,4992,528,129,0,1,0,0,2,0,0,0,0,31082107,2018,0.37,647.3,2484.82,0,52.2,96.5,68.1,38.3,57.7,515.3,56.6,596.3,143.8,145.3,1053.2,368020,427,12.62,90.1,1560,3,1.04,22.7,32.3,65,14.12,12289270,73072,57.67,3452.68,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,64.8,30,54.92,60.13,54.2,0,0
2026-09-14T09:08:36.193000+09:00,2026-09-14T00:08:36.193000+00:00,094623,2393.3,1,0,0,0,0,13499,494,13499,0,0,0,0,4655,-28608,10326,6,4480,0,129,0,1,0,0,0,0,0,0,0,31082107,2018,0.38,810.88,3204.14,0,52,99,68.1,38.3,57.5,513.7,55.5,596.9,143.8,145.5,1032,368020,427,12.82,91.1,1490,2.79,1.19,28.4,39.7,65,19.61,12289272,73072,62.28,3452.68,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,69.12,30,66.93,68.35,54.2,0,0
2026-09-14T09:09:36.282000+09:00,2026-09-14T00:09:36.282000+00:00,094623,2274.9,1,0,0,0,0,13499,436,13499,0,0,0,0,4655,-28608,10326,6,4992,0,129,0,1,0,0,2,0,0,0,0,31082107,2018,0.28,672.93,2947.78,0,52.3,98.6,67.8,38.3,57.7,521,56.1,599.1,149.2,151.4,1027,368021,428,12.79,88.9,1370,2.5,1.44,27.5,37.3,65,12.14,12289276,73072,74.46,3452.68,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,61.93,30,60.99,55.1,54.2,0,0
