timestamp_jst,timestamp_utc,deviceId,diff_pressure_Pa,unit_status1,1101,1102,1103,1104,1105,1106,1107,1108,1109,1110,1111,1112,1113,1114,1115,1116,1117,1118,1119,1150,1151,1152,1153,1154,1155,1156,1157,serial_number,1202,circulation_pressure_bar,gas_pressure_before_filter_Pa,gas_pressure_before_engine_Pa,1210,1212,1214,1216,1218,1220,1222,gasifier_top_temp_C,gas_temp_after_gasifier_C,gas_temp_before_filter_primary_C,gas_temp_before_filter_secondary_C,gasifier_throat_temp_C,1234,1236,1238,cooling_circ_temp_in_engine_C,engine,oil_pressure_bar,1246,1248,1250,1252,power_kW_IEM3255,produced_energy_EM1_Wh,1258,1260,1262,1264,throat_temp_high_limit_C,gasifier_top_temp_high_limit_C,gas_temp_after_gasifier_high_limit_C,gas_temp_before_filter_high_limit_C,filter_dp_high_limit_Pa,gas_pressure_before_filter_high_limit_Pa,gas_pressure_before_engine_high_limit_Pa,cooling_circ_temp_high_limit_C,oil_pressure_low_limit_bar,1284,1286,1288,1290,1292,1294,1296,1298,1300,1302,1304,1306,1308
2026-08-17T09:00:42.247000+09:00,2026-08-17T00:00:42.247000+00:00,094623,2008.4,1,0,0,0,0,13389,497,13389,0,0,0,0,4651,-28608,10326,6,4480,0,129,0,1,0,0,0,0,0,0,0,31082107,2018,0.42,823.08,2831.51,0,51.5,98.3,67.6,37.6,56.4,513.5,80.7,610.6,153.2,154.2,1063,362561,2669,12.81,91.3,1500,2.76,1.15,25.6,36.4,40,15.83,12193877,72609,61.86,3415.96,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,63.54,30,63.93,64.25,57.8,0,0
2026-08-17T09:01:42.340000+09:00,2026-08-17T00:01:42.340000+00:00,094623,1931.5,1,0,0,0,0,13389,498,13389,0,0,0,0,4655,-26560,18534,6,12676,0,129,0,1,0,0,0,0,0,0,0,31082107,2018,0.32,752.28,2683.8,0,51.4,99.1,68.1,37.6,56.5,514.8,87.3,609.4,153.2,154.4,1025.9,362562,2670,12.85,90.5,1500,2.78,1.14,25.3,37,40,14.84,12193880,72609,70.6,3415.96,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,64.8,30,67.65,64,57.8,0,0
2026-08-17T09:02:42.452000+09:00,2026-08-17T00:02:42.452000+00:00,094623,1792.4,1,0,0,0,0,13389,498,13389,0,0,0,0,4651,-28608,10326,6,4480,0,129,0,1,0,0,2,0,0,0,0,31082107,2018,0.29,643.63,2435.99,0,51.4,97.5,68.5,37.6,56.4,518.2,86,606.1,149.5,150.3,1018.2,362562,2670,12.75,88.8,1500,2.78,1.15,25,38.8,40,15.87,12193883,72609,65.99,3415.96,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,66.53,30,63.46,57.97,57.8,0,0
2026-08-17T09:03:42.561000+09:00,2026-08-17T00:03:42.561000+00:00,094623,1840.0,1,0,0,0,0,13389,496,13389,0,0,0,0,4655,-28608,10326,6,4480,0,129,0,1,0,0,2,0,0,0,0,31082107,2018,0.34,654.62,2494.58,0,51.4,96.8,68.4,37.6,56.1,517.9,83.5,604.9,148.7,149.4,1070.5,362562,2670,12.74,89.2,1490,2.78,1.15,25,38.2,40,15.8,12193885,72609,59.92,3415.96,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,66.86,30,59.37,57.46,57.8,0,0
2026-08-17T09:04:42.648000+09:00,2026-08-17T00:04:42.648000+00:00,094623,1996.2,1,0,0,0,0,13389,498,13389,0,0,0,0,4651,-28608,12374,6,4512,72,129,0,1,0,0,0,0,0,0,0,31082107,2018,0.42,793.79,2790,0,51.4,99.1,68.2,37.7,56.1,514.9,82.6,604.2,149.8,150.5,1066.8,362562,2670,12.69,90.4,1500,2.77,1.16,25.6,37.3,40,15.31,12193888,72609,61.76,3415.96,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,66.74,30,66.47,60.81,57.8,0,0
2026-08-17T09:05:42.760000+09:00,2026-08-17T00:05:42.760000+00:00,094623,2056.0,1,0,0,0,0,13389,498,13389,0,0,0,0,4651,-28608,10326,6,4480,0,129,0,1,0,0,0,0,0,0,0,31082107,2018,0.36,764.49,2820.52,0,51.3,98.8,68.3,37.7,56.2,515.3,83.1,605.1,151,151.8,1031.9,362562,2670,12.87,92,1500,2.77,1.14,25.4,36.4,40,15.81,12193890,72609,67.31,3415.96,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,67.36,30,66.96,67.54,57.8,0,0
2026-08-17T09:06:42.855000+09:00,2026-08-17T00:06:42.855000+00:00,094623,2074.3,1,0,0,0,0,13389,498,13389,0,0,0,0,4651,-28608,10326,6,4480,0,129,0,1,0,0,2,0,0,0,0,31082107,2018,0.27,748.62,2822.96,0,51.4,97.9,68.5,37.6,56.2,514.3,83.4,604,151.8,152.5,1035.7,362562,2670,12.56,89.1,1500,2.77,1.17,25.7,37,40,15.8,12193893,72609,68.01,3415.97,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,68.56,30,64.82,59.66,57.8,0,0
2026-08-17T09:07:42.962000+09:00,2026-08-17T00:07:42.962000+00:00,094623,2116.1,1,0,0,0,0,13389,498,13389,0,0,0,0,4655,-28608,10326,6,4480,0,129,0,1,0,0,2,0,0,0,0,31082107,2018,0.33,818.2,2934.35,0,51.4,97.2,68.2,37.6,56.3,513.1,84.3,605.4,153.3,154,1040,362563,2671,12.67,89.1,1490,2.77,1.16,25.5,35.8,40,15.25,12193896,72609,62.63,3415.97,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,68.23,30,62.13,57.86,57.9,0,0
2026-08-17T09:08:43.058000+09:00,2026-08-17T00:08:43.058000+00:00,094623,1969.4,1,0,0,0,0,13389,497,13389,0,0,0,0,4651,-28608,10326,6,4480,0,129,0,1,0,0,0,0,0,0,0,31082107,2018,0.42,669.27,2638.63,0,51.4,97.4,68.1,37.6,56.4,516.4,83.9,602.1,151.7,152.4,1032.6,362563,2671,12.76,90.6,1500,2.77,1.15,25,37.3,40,15.86,12193898,72609,60.95,3415.97,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,68.17,30,61.33,61.82,57.8,0,0
2026-08-17T09:09:43.154000+09:00,2026-08-17T00:09:43.154000+00:00,094623,2013.3,1,0,0,0,0,13389,496,13389,0,0,0,0,4651,-28608,12374,6,4512,8,129,0,1,0,0,0,0,0,0,0,31082107,2018,0.42,679.04,2692.34,0,51.4,99.3,68.1,37.7,56.3,516.7,81.3,600.8,151,151.7,1037.7,362563,2671,12.67,91.5,1490,2.76,1.16,25.3,37.2,40,15.57,12193901,72609,63.29,3415.97,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,68.26,30,67.25,65.71,57.8,0,0
