timestamp_jst,timestamp_utc,deviceId,diff_pressure_Pa,unit_status1,1101,1102,1103,1104,1105,1106,1107,1108,1109,1110,1111,1112,1113,1114,1115,1116,1117,1118,1119,1150,1151,1152,1153,1154,1155,1156,1157,serial_number,1202,circulation_pressure_bar,gas_pressure_before_filter_Pa,gas_pressure_before_engine_Pa,1210,1212,1214,1216,1218,1220,1222,gasifier_top_temp_C,gas_temp_after_gasifier_C,gas_temp_before_filter_primary_C,gas_temp_before_filter_secondary_C,gasifier_throat_temp_C,1234,1236,1238,cooling_circ_temp_in_engine_C,engine,oil_pressure_bar,1246,1248,1250,1252,power_kW_IEM3255,produced_energy_EM1_Wh,1258,1260,1262,1264,throat_temp_high_limit_C,gasifier_top_temp_high_limit_C,gas_temp_after_gasifier_high_limit_C,gas_temp_before_filter_high_limit_C,filter_dp_high_limit_Pa,gas_pressure_before_filter_high_limit_Pa,gas_pressure_before_engine_high_limit_Pa,cooling_circ_temp_high_limit_C,oil_pressure_low_limit_bar,1284,1286,1288,1290,1292,1294,1296,1298,1300,1302,1304,1306,1308
2026-09-01T09:00:41.356000+09:00,2026-09-01T00:00:41.356000+00:00,094623,2024.6,1,0,0,0,0,13447,494,13447,0,0,0,0,4655,-26560,10326,6,4480,0,129,0,0,0,0,0,0,0,0,0,31082107,2018,0.38,932.95,2957.55,0,53.8,97.6,68,37.7,63.5,511.5,37.2,604,145.7,144.8,1012.1,365367,5475,12.74,90.6,1490,2.66,1.19,30.3,42.9,65,21.69,12244176,72915,71.23,3435.02,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,74.28,30,67.13,71.06,47.8,0,0
2026-09-01T09:01:41.449000+09:00,2026-09-01T00:01:41.449000+00:00,094623,2401.8,1,0,0,0,0,13447,497,13447,0,0,0,0,4655,-26560,10326,6,4480,0,129,0,0,0,0,0,0,0,0,0,31082107,2018,0.37,1086.76,3488.57,0,53.9,99.2,67.8,37.7,63.9,516.1,36.6,612,159,158.6,1028.6,365367,5475,12.87,88.1,1500,2.67,1.16,32.1,41.6,65,26.56,12244180,72915,78.08,3435.02,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,75.87,30,75.38,64.21,47.8,0,0
2026-09-01T09:02:41.555000+09:00,2026-09-01T00:02:41.555000+00:00,094623,2298.0,1,0,0,0,0,13447,496,13447,0,0,0,0,4655,-26560,10326,6,4480,0,129,0,0,0,0,0,0,0,0,0,31082107,2018,0.4,959.81,3257.85,0,54,96.5,67.5,37.7,64.4,522,37.6,615,161.1,160.4,1021.5,365367,5475,12.92,88.5,1500,2.67,1.14,31.3,42.2,65,26.7,12244185,72915,74.84,3435.02,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,74.43,30,66.62,62.51,47.8,0,0
2026-09-01T09:03:41.660000+09:00,2026-09-01T00:03:41.660000+00:00,094623,2359.1,1,0,0,0,0,13447,496,13447,0,0,0,0,4655,-28608,10326,6,4480,0,129,0,0,0,0,0,0,0,0,0,31082107,2018,0.47,1028.17,3387.25,0,54.1,98.4,67.3,37.7,64.6,523.2,37.1,615.6,162.6,161.9,1053,365367,5475,12.7,89.8,1500,2.64,1.16,31.8,42.4,65,26.63,12244189,72915,73.98,3435.02,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,72.91,30,71.44,65.09,47.9,0,0
2026-09-01T09:04:41.753000+09:00,2026-09-01T00:04:41.753000+00:00,094623,2385.9,1,0,0,0,0,13447,504,13447,0,0,0,0,4651,-28608,18518,6,4992,528,129,0,0,0,0,0,0,0,0,0,31082107,2018,0.47,1074.56,3460.49,0,54.3,98.8,67.4,37.7,64.9,520.8,37.3,617.6,163.8,162.9,1066.3,365367,5475,12.75,91.1,1520,2.68,1.14,30.4,39.5,65,25.31,12244194,72915,78.68,3435.02,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,70.94,30,72.75,68.58,47.9,0,0
2026-09-01T09:05:41.851000+09:00,2026-09-01T00:05:41.851000+00:00,094623,1261.3,1,0,0,0,0,13447,491,13447,0,0,0,0,4651,-28608,10326,6,4992,0,129,0,0,0,0,0,0,0,0,0,31082107,2018,0.39,494.7,1756.03,0,54.2,96.8,68.6,37.8,64.8,522.8,36.9,608.6,151.7,150.4,1020.4,365368,5476,12.82,90.7,1480,2.67,1.08,22.4,36.7,65,11.47,12244196,72915,68.32,3435.02,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,66.2,30,58.46,60.09,47.8,0,0
2026-09-01T09:06:41.951000+09:00,2026-09-01T00:06:41.951000+00:00,094623,1161.2,1,0,0,0,0,13447,497,13447,0,0,0,0,4655,-28608,10326,6,4992,0,129,0,0,0,0,0,0,0,0,0,31082107,2018,0.42,440.99,1602.22,0,53.9,98,68.9,37.9,64.1,520.4,37.8,603.4,144.5,143.2,1007.3,365368,5476,12.75,91,1490,2.69,1.06,21.9,36.9,65,11.59,12244198,72915,63.43,3435.02,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,68.49,30,60.87,62.25,47.8,0,0
2026-09-01T09:07:42.042000+09:00,2026-09-01T00:07:42.042000+00:00,094623,2195.5,1,0,0,0,0,13447,497,13447,0,0,0,0,4651,-28608,12374,6,4512,72,129,0,0,0,0,0,0,0,0,0,31082107,2018,0.45,1018.4,3213.9,0,54,98.6,68.2,37.9,63.7,517.4,37.2,606.8,151,150.1,1059.2,365368,5476,12.64,89.9,1500,2.64,1.16,31.6,43.1,65,26.39,12244201,72915,71.99,3435.03,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,76.58,30,72.41,69.21,47.8,0,0
2026-09-01T09:08:42.143000+09:00,2026-09-01T00:08:42.143000+00:00,094623,2345.7,1,0,0,0,0,13447,498,13447,0,0,0,0,4655,-28608,10390,6,20864,0,129,0,0,0,0,0,0,0,0,0,31082107,2018,0.43,934.17,3279.82,0,54.2,98.5,67.8,37.9,64.1,520.4,36.8,611.7,158.7,158.2,1054.5,365368,5476,12.7,88.8,1500,2.61,1.15,31.7,42.4,65,26.7,12244206,72915,79.55,3435.03,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,75.56,30,73.75,64.93,47.8,0,0
2026-09-01T09:09:42.210000+09:00,2026-09-01T00:09:42.210000+00:00,094623,2465.3,1,0,0,0,0,13447,498,13447,0,0,0,0,4655,-28608,18518,6,4480,528,129,0,0,0,0,0,0,0,0,0,31082107,2018,0.44,1194.19,3659.47,0,54.3,97.1,67.7,37.9,64.6,519.3,36.8,615.7,163.6,163.2,1051.7,365368,5476,12.8,89.2,1510,2.6,1.15,32.1,40.8,65,26.65,12244210,72915,74.86,3435.03,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,74.87,30,69.01,64.61,47.9,0,0
2026-09-01T09:10:42.307000+09:00,2026-09-01T00:10:42.307000+00:00,094623,2429.9,1,0,0,0,0,13447,495,13447,0,0,0,0,4655,-28608,10342,6,12676,0,129,0,0,0,0,0,0,0,0,0,31082107,2018,0.49,998.87,3428.75,0,54.5,97.9,67.8,37.9,65,524,36.7,616.8,164.9,164.3,1054.3,365368,5476,12.48,89.9,1500,2.58,1.15,31.9,42,65,26.33,12244215,72915,74.95,3435.03,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,74.62,30,70.41,66.03,47.9,0,0
2026-09-01T09:11:42.414000+09:00,2026-09-01T00:11:42.414000+00:00,094623,2448.2,1,0,0,0,0,13447,496,13447,0,0,0,0,4651,-28608,10326,6,4480,0,129,0,0,0,0,0,0,0,0,0,31082107,2018,0.52,995.21,3443.4,0,54.6,98.7,67.9,37.9,65.2,523.7,37.1,616.1,166.2,165.7,1046.6,365369,5477,12.8,90.6,1500,2.59,1.14,31.6,41.5,65,26.67,12244219,72915,77.34,3435.03,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,74.81,30,73.37,68.52,47.9,0,0
2026-09-01T09:12:42.505000+09:00,2026-09-01T00:12:42.505000+00:00,094623,2439.7,1,0,0,0,0,13447,494,13447,0,0,0,0,4655,-28608,12374,6,4512,72,129,0,0,0,0,0,0,0,0,0,31082107,2018,0.52,1062.35,3502,0,54.8,98.7,68.2,37.9,65.4,524.7,36.9,614.7,167.3,166.8,1025.6,365369,5477,12.65,90.7,1490,2.58,1.16,31.9,41.6,65,26.21,12244224,72915,77.36,3435.03,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,75.7,30,74.55,69.65,47.9,0,0
2026-09-01T09:13:42.597000+09:00,2026-09-01T00:13:42.597000+00:00,094623,2398.1,1,0,0,0,0,13447,495,13447,0,0,0,0,4651,-28608,10326,6,4480,0,129,0,0,0,0,0,0,0,0,0,31082107,2018,0.49,990.33,3388.47,0,55,98.5,68.5,37.9,65.6,526.3,36.4,616,166.8,166.1,1048.3,365369,5477,12.42,90.5,1490,2.58,1.15,31.4,41.8,65,26.68,12244228,72915,79.7,3435.03,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,77.08,30,74.87,70.02,47.9,0,0
2026-09-01T09:14:42.702000+09:00,2026-09-01T00:14:42.702000+00:00,094623,2451.9,1,0,0,0,0,13447,502,13447,0,0,0,0,4651,-28608,18518,6,4992,528,129,0,0,0,0,0,0,0,0,0,31082107,2018,0.47,983,3434.86,0,55.1,97.8,68.5,37.8,65.7,524.6,36.3,615.2,168.5,167.8,1096.1,365369,5477,12.8,89.9,1520,2.6,1.14,31.2,41,65,26.34,12244232,72915,78.54,3435.03,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,77.43,30,72.57,68.01,47.9,0,0
2026-09-01T09:15:42.801000+09:00,2026-09-01T00:15:42.801000+00:00,094623,1229.6,1,0,0,0,0,13447,516,13447,0,0,0,0,4651,-28608,10326,6,4992,0,129,0,0,0,0,0,0,0,0,0,31082107,2018,0.44,506.91,1736.5,0,55.1,97.3,68.5,37.8,65.5,524.3,37,605.4,154.2,152.9,1029,365369,5477,12.79,90.9,1530,2.72,1.04,21.8,35.4,65,12.09,12244235,72915,68.38,3435.04,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,69.64,30,61.96,62.62,47.9,0,0
2026-09-01T09:16:42.899000+09:00,2026-09-01T00:16:42.899000+00:00,094623,1339.5,1,0,0,0,0,13447,518,13447,0,0,0,0,4651,-28608,10326,6,4992,0,129,0,0,0,0,0,0,0,0,0,31082107,2018,0.38,603.35,1942.81,0,54.8,97.3,68.3,37.9,64.7,518.7,36.5,599.2,147.4,146.2,997,365369,5477,12.76,91.2,1550,2.81,1.05,22.8,35.1,65,15.5,12244237,72915,69.27,3435.04,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,69.95,30,60.58,66.4,48,0,0
2026-09-01T09:17:42.992000+09:00,2026-09-01T00:17:42.992000+00:00,094623,2384.7,1,0,0,0,0,13447,497,13447,0,0,0,0,4651,-28608,12374,6,4512,72,129,0,0,0,0,0,0,0,0,0,31082107,2018,0.41,1040.38,3425.09,0,54.6,98.8,68,37.9,64.4,513.6,37.3,605.9,156.1,155.4,1085.9,365370,5478,12.73,88.9,1500,2.65,1.15,32,41.5,65,25.95,12244240,72915,73.18,3435.04,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,78.02,30,74.24,67.74,47.9,0,0
2026-09-01T09:18:43.108000+09:00,2026-09-01T00:18:43.108000+00:00,094623,2273.6,1,0,0,0,0,13447,496,13447,0,0,0,0,4651,-28608,10326,6,4480,0,129,0,0,0,0,0,0,0,0,0,31082107,2018,0.41,890.22,3163.85,0,54.7,98.1,67.7,37.9,64.9,523.1,37.2,615.8,161.5,160.8,1111.5,365370,5478,12.68,88.7,1500,2.64,1.15,31.3,42.9,65,26.64,12244245,72915,76.83,3435.04,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,77.07,30,73.27,65.51,48,0,0
2026-09-01T09:19:43.213000+09:00,2026-09-01T00:19:43.213000+00:00,094623,2449.4,1,0,0,0,0,13447,494,13447,0,0,0,0,4655,-26560,18518,6,4480,16,129,0,0,0,0,0,0,0,0,0,31082107,2018,0.42,1040.38,3489.79,0,54.6,97.2,67.6,37.9,65.1,522.6,38,615.4,163.5,162.9,1080.3,365370,5478,12.8,89.2,1500,2.63,1.16,32.2,42,65,26.49,12244249,72915,76.81,3435.04,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,76.1,30,69.85,65.33,47.9,0,0
