timestamp_jst,timestamp_utc,deviceId,diff_pressure_Pa,unit_status1,1101,1102,1103,1104,1105,1106,1107,1108,1109,1110,1111,1112,1113,1114,1115,1116,1117,1118,1119,1150,1151,1152,1153,1154,1155,1156,1157,serial_number,1202,circulation_pressure_bar,gas_pressure_before_filter_Pa,gas_pressure_before_engine_Pa,1210,1212,1214,1216,1218,1220,1222,gasifier_top_temp_C,gas_temp_after_gasifier_C,gas_temp_before_filter_primary_C,gas_temp_before_filter_secondary_C,gasifier_throat_temp_C,1234,1236,1238,cooling_circ_temp_in_engine_C,engine,oil_pressure_bar,1246,1248,1250,1252,power_kW_IEM3255,produced_energy_EM1_Wh,1258,1260,1262,1264,throat_temp_high_limit_C,gasifier_top_temp_high_limit_C,gas_temp_after_gasifier_high_limit_C,gas_temp_before_filter_high_limit_C,filter_dp_high_limit_Pa,gas_pressure_before_filter_high_limit_Pa,gas_pressure_before_engine_high_limit_Pa,cooling_circ_temp_high_limit_C,oil_pressure_low_limit_bar,1284,1286,1288,1290,1292,1294,1296,1298,1300,1302,1304,1306,1308
2026-08-26T09:00:20.356000+09:00,2026-08-26T00:00:20.356000+00:00,094623,-30.8,1,0,0,0,0,13428,0,13428,0,0,0,0,4623,20544,10330,0,128,0,137,0,0,0,0,2,0,0,0,0,31082107,2018,0.13,30.82,0,0,41.1,44.4,43.2,36.5,30.1,63.5,232.6,389.1,39.8,39.7,830.7,364703,4811,0,0,0,0,0,0,0,65,-1.26,12227483,72635,0,3429.87,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,18.7,30,100,30,35,57.6,0,0
2026-08-26T09:01:20.442000+09:00,2026-08-26T00:01:20.442000+00:00,094623,-34.5,1,0,0,0,0,13428,0,13428,0,0,0,0,4623,20544,18522,0,128,528,137,0,0,0,0,2,0,0,0,0,31082107,2018,0.13,34.49,0,0,41,44.3,43.1,36.5,30.1,62.8,232.7,388.8,39.7,39.5,820.9,364703,4811,0,0,0,0,0,0,0,65,-1.41,12227483,72635,0,3429.87,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,19,30,100,30,35,57.5,0,0
2026-08-26T09:02:20.518000+09:00,2026-08-26T00:02:20.518000+00:00,094623,-32.0,1,0,0,0,0,13428,0,13428,0,0,0,0,4623,20544,10330,0,128,0,137,0,0,0,0,2,0,0,0,0,31082107,2018,0.13,32.04,0,0,40.9,44.3,43.1,36.5,30.2,62.1,232.4,388.7,39.7,39.5,819.7,364703,4811,0,0,0,0,0,0,0,65,-1.31,12227483,72636,0,3429.87,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,19.1,30,100,30,35,57.6,0,0
2026-08-26T09:03:20.608000+09:00,2026-08-26T00:03:20.608000+00:00,094623,-34.5,1,0,0,0,0,13428,0,13428,0,0,0,0,4623,20544,10330,0,128,0,137,0,0,0,0,2,0,0,0,0,31082107,2018,0.13,34.49,0,0,40.8,44.2,43,36.5,30.2,61.5,233.7,388.3,39.6,39.4,819.3,364703,4811,0,0,0,0,0,0,0,65,-1.31,12227483,72636,0,3429.87,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,19.4,30,100,30,35,57.6,0,0
2026-08-26T09:04:20.783000+09:00,2026-08-26T00:04:20.783000+00:00,094623,-30.8,1,0,0,0,0,13428,0,13428,0,0,0,0,4623,20544,12378,0,160,72,137,0,0,0,0,2,0,0,0,0,31082107,2018,0.13,30.82,0,0,40.7,44.1,43,36.5,30.2,60.8,234.7,388.6,39.6,39.3,819.5,364703,4811,0,0,0,0,0,0,0,65,-1.31,12227483,72636,0,3429.87,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,19.1,30,100,30,35,57.5,0,0
2026-08-26T09:05:20.807000+09:00,2026-08-26T00:05:20.807000+00:00,094623,-32.0,1,0,0,0,0,13428,0,13428,0,0,0,0,4623,20544,10330,0,128,0,137,0,0,0,0,2,0,0,0,0,31082107,2018,0.13,32.04,0,0,40.6,44,42.9,36.6,30.2,60.2,235.9,388.5,39.5,39.2,839.2,364703,4811,0,0,0,0,0,0,0,65,-1.31,12227483,72636,0,3429.87,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,19.4,30,100,30,35,57.5,0,0
2026-08-26T09:06:20.893000+09:00,2026-08-26T00:06:20.893000+00:00,094623,-32.0,1,0,0,0,0,13428,0,13428,0,0,0,0,4623,20544,18522,0,128,528,137,0,0,0,0,2,0,0,0,0,31082107,2018,0.13,32.04,0,0,40.5,44,42.9,36.6,30.3,59.7,235.2,388.6,39.4,39.1,864.8,364703,4811,0,0,0,0,0,0,0,65,-1.36,12227483,72637,0,3429.87,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,19.1,30,100,30,35,57.5,0,0
2026-08-26T09:07:20.998000+09:00,2026-08-26T00:07:20.998000+00:00,094623,-33.3,1,0,0,0,0,13428,0,13428,0,0,0,0,4623,20544,10330,0,128,0,137,0,0,0,0,2,0,0,0,0,31082107,2018,0.13,33.26,0,0,40.5,43.9,42.8,36.6,30.3,59.1,234.9,388.5,39.4,39,887.1,364703,4811,0,0,0,0,0,0,0,65,-1.27,12227483,72637,0,3429.87,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,19.2,30,100,30,35,57.5,0,0
2026-08-26T09:08:21.091000+09:00,2026-08-26T00:08:21.091000+00:00,094623,-27.2,1,0,0,0,0,13428,0,13428,0,0,0,0,4623,20544,10394,0,16512,0,137,0,0,0,0,2,0,0,0,0,31082107,2018,0.13,27.16,0,0,40.4,43.8,42.8,36.6,30.4,58.5,235.6,389,39.3,38.9,876,364703,4811,0,0,0,0,0,0,0,65,-1.27,12227483,72637,0,3429.87,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,18.8,30,100,30,35,57.5,0,0
2026-08-26T09:09:21.176000+09:00,2026-08-26T00:09:21.176000+00:00,094623,-33.3,1,0,0,0,0,13428,0,13428,0,0,0,0,4623,20544,12378,0,160,72,137,0,0,0,0,2,0,0,0,0,31082107,2018,0.13,33.26,0,0,40.3,43.6,42.7,36.6,30.4,57.9,236.2,388.8,39.3,38.9,889.2,364703,4811,0,0,0,0,0,0,0,65,-1.65,12227483,72637,0,3429.87,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,19.15,30,100,30,35,57.5,0,0
2026-08-26T09:10:21.283000+09:00,2026-08-26T00:10:21.283000+00:00,094623,-33.3,1,0,0,0,0,13428,0,13428,0,0,0,0,4623,20544,10394,0,16512,0,137,0,0,0,0,2,0,0,0,0,31082107,2018,0.13,33.26,0,0,40.2,43.6,42.7,36.7,30.4,57.4,237.4,388.6,39.2,38.8,881.4,364703,4811,0,0,0,0,0,0,0,65,-1.26,12227483,72637,0,3429.87,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,19.1,30,100,30,35,57.5,0,0
2026-08-26T09:11:21.381000+09:00,2026-08-26T00:11:21.381000+00:00,094623,-28.4,1,0,0,0,0,13428,0,13428,0,0,0,0,4623,20544,18522,0,128,528,137,0,0,0,0,2,0,0,0,0,31082107,2018,0.13,28.38,0,0,40.2,43.6,42.6,36.7,30.5,57,237.5,389.2,39.1,38.7,853.3,364703,4811,0,0,0,0,0,0,0,65,-1.33,12227483,72638,0,3429.87,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,18.6,30,100,30,35,57.5,0,0
2026-08-26T09:12:21.492000+09:00,2026-08-26T00:12:21.492000+00:00,094623,-29.6,1,0,0,0,0,13428,0,13428,0,0,0,0,4623,20544,10346,0,8324,0,137,0,0,0,0,2,0,0,0,0,31082107,2018,0.13,29.6,0,0,40,43.6,42.6,36.7,30.5,56.6,238,388.8,39.1,38.6,845.4,364703,4811,0,0,0,0,0,0,0,65,-1.33,12227483,72638,0,3429.87,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,19.02,30,100,30,35,57.5,0,0
2026-08-26T09:13:21.598000+09:00,2026-08-26T00:13:21.598000+00:00,094623,-29.6,1,0,0,0,0,13428,0,13428,0,0,0,0,4623,20544,10330,0,128,0,137,0,0,0,0,2,0,0,0,0,31082107,2018,0.13,29.6,0,0,40,43.5,42.6,36.7,30.5,56,240.5,389.1,39,38.6,842.2,364703,4811,0,0,0,0,0,0,0,65,-1.05,12227483,72638,0,3429.87,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,18.52,30,100,30,35,57.5,0,0
