timestamp_jst,timestamp_utc,deviceId,diff_pressure_Pa,unit_status1,1101,1102,1103,1104,1105,1106,1107,1108,1109,1110,1111,1112,1113,1114,1115,1116,1117,1118,1119,1150,1151,1152,1153,1154,1155,1156,1157,serial_number,1202,circulation_pressure_bar,gas_pressure_before_filter_Pa,gas_pressure_before_engine_Pa,1210,1212,1214,1216,1218,1220,1222,gasifier_top_temp_C,gas_temp_after_gasifier_C,gas_temp_before_filter_primary_C,gas_temp_before_filter_secondary_C,gasifier_throat_temp_C,1234,1236,1238,cooling_circ_temp_in_engine_C,engine,oil_pressure_bar,1246,1248,1250,1252,power_kW_IEM3255,produced_energy_EM1_Wh,1258,1260,1262,1264,throat_temp_high_limit_C,gasifier_top_temp_high_limit_C,gas_temp_after_gasifier_high_limit_C,gas_temp_before_filter_high_limit_C,filter_dp_high_limit_Pa,gas_pressure_before_filter_high_limit_Pa,gas_pressure_before_engine_high_limit_Pa,cooling_circ_temp_high_limit_C,oil_pressure_low_limit_bar,1284,1286,1288,1290,1292,1294,1296,1298,1300,1302,1304,1306,1308
2026-08-18T09:00:08.577000+09:00,2026-08-18T00:00:08.577000+00:00,094623,1992.6,1,0,0,0,0,13393,499,13393,0,0,0,0,4651,-28608,10326,6,4480,0,129,0,1,0,0,0,0,0,0,0,31082107,2018,0.32,715.66,2708.21,0,51.3,96.8,68.4,38.3,56.5,518.1,87,605.1,148.9,148,1043.6,362801,2909,12.7,89.3,1500,2.77,1.15,25.2,37.4,40,15.9,12197631,72609,61.36,3417.51,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,67.39,30,58.94,57.56,57.6,0,0
2026-08-18T09:01:08.672000+09:00,2026-08-18T00:01:08.672000+00:00,094623,2117.4,1,0,0,0,0,13393,496,13393,0,0,0,0,4651,-28608,10326,590,4480,8192,129,0,1,0,0,0,0,0,0,0,31082107,2018,0.4,775.47,2892.85,0,51.2,99.4,68.1,38.3,56.5,516.6,86.1,607.2,150.9,150.2,1045.8,362802,2910,12.7,90.7,1490,2.75,1.16,25.6,36.4,40,15.41,12197633,72609,61.81,3417.51,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,66.77,30,66.62,61.75,57.6,0,0
2026-08-18T09:02:08.767000+09:00,2026-08-18T00:02:08.767000+00:00,094623,2168.7,1,0,0,0,0,13393,498,13393,0,0,0,0,4651,-28608,12374,518,4512,72,129,0,1,0,0,0,0,0,0,0,31082107,2018,0.35,840.17,3008.82,0,51.2,97.9,68,38.3,56.6,515.2,84.5,611.2,152,151.3,1036.8,362802,2910,12.28,91.5,1500,2.76,1.15,25.7,36,40,14.62,12197636,72609,68.63,3417.51,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,66.54,30,63.37,66.15,57.6,0,0
2026-08-18T09:03:08.852000+09:00,2026-08-18T00:03:08.852000+00:00,094623,2113.7,1,0,0,0,0,13393,499,13393,0,0,0,0,4655,-28608,10326,6,4480,0,129,0,1,0,0,2,0,0,0,0,31082107,2018,0.29,787.68,2901.39,0,51.3,97.2,68.3,38.3,56.7,515.4,82.8,610.2,152.6,151.7,1030.3,362802,2910,12.73,89.2,1500,2.78,1.15,25.3,36,40,15.91,12197638,72609,67.76,3417.51,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,67.75,30,60.49,59.67,57.6,0,0
2026-08-18T09:04:08.961000+09:00,2026-08-18T00:04:08.961000+00:00,094623,2003.5,1,0,0,0,0,13393,498,13393,0,0,0,0,4655,-28608,18518,6,4480,528,129,0,1,0,0,2,0,0,0,0,31082107,2018,0.33,654.62,2658.16,0,51.3,97.8,68.3,38.4,56.7,517.9,84.1,607.1,150.2,149.2,1039.6,362802,2910,12.71,88.9,1500,2.78,1.15,25.1,37.3,40,15.76,12197641,72609,60.65,3417.51,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,68.19,30,61.54,56.92,57.7,0,0
2026-08-18T09:05:09.059000+09:00,2026-08-18T00:05:09.059000+00:00,094623,2059.7,1,0,0,0,0,13393,498,13393,0,0,0,0,4655,-28608,10326,6,4480,0,129,0,1,0,0,2,0,0,0,0,31082107,2018,0.38,674.15,2733.85,0,51.4,98.4,67.8,38.4,56.6,517.4,83.4,606.5,150.4,149.6,1041.9,362802,2910,12.7,90.5,1500,2.77,1.15,25.2,37.1,40,15.87,12197644,72609,63.52,3417.51,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,66.7,30,63.4,60.96,57.7,0,0
2026-08-18T09:06:09.157000+09:00,2026-08-18T00:06:09.157000+00:00,094623,2108.5,1,0,0,0,0,13393,496,13393,0,0,0,0,4655,-28608,10326,6,4480,0,129,0,1,0,0,0,0,0,0,0,31082107,2018,0.39,729.09,2837.61,0,51.3,98.6,67.4,38.4,56.6,517.2,82.2,603.8,150.6,149.7,1057.6,362802,2910,12.63,91.7,1490,2.75,1.15,25.4,37.1,40,15.82,12197646,72609,65.05,3417.51,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,64.78,30,64.56,65.63,57.7,0,0
2026-08-18T09:07:09.261000+09:00,2026-08-18T00:07:09.261000+00:00,094623,2163.8,1,0,0,0,0,13393,499,13393,0,0,0,0,4651,-28608,12374,6,4512,72,129,0,1,0,0,0,0,0,0,0,31082107,2018,0.29,713.22,2876.98,0,51.2,99.1,67.4,38.4,56.6,515.7,84.7,607.5,151.5,150.6,1035.2,362803,2911,12.64,89.7,1500,2.78,1.14,25.3,35.9,40,15.41,12197649,72609,69.64,3417.52,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,63.86,30,67.47,61.51,57.6,0,0
2026-08-18T09:08:09.424000+09:00,2026-08-18T00:08:09.424000+00:00,094623,2054.8,1,0,0,0,0,13393,498,13393,0,0,0,0,4655,-28608,10390,6,20864,0,129,0,1,0,0,2,0,0,0,0,31082107,2018,0.3,732.75,2787.56,0,51.3,97.4,67.5,38.3,56.7,518,83.5,605.6,150,149,1049.6,362803,2911,12.84,88.9,1500,2.77,1.15,25.2,36.7,40,15.85,12197651,72609,62.27,3417.52,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,63.35,30,62.96,57.42,57.7,0,0
2026-08-18T09:09:09.464000+09:00,2026-08-18T00:09:09.464000+00:00,094623,2211.4,1,0,0,0,0,13393,498,13393,0,0,0,0,4655,-28608,10326,6,4480,0,129,0,1,0,0,2,0,0,0,0,31082107,2018,0.38,764.49,2975.86,0,51.3,97,67.6,38.3,56.6,516.1,83.4,609.2,150.3,149.3,1055.9,362803,2911,12.91,89.7,1500,2.78,1.15,25.4,35.6,40,15.87,12197654,72609,60.33,3417.52,0,1200,400,720,240,4200,7500,8500,102,1.5,6000,0,0,0,0,0,63.04,30,59.89,58.44,57.7,0,0
